status,cleaned_line,reasons,record_ids_sample,raw_titles_sample
high_confidence,Burgess Kilpatrick - Full,proper_short,13514,Burgess Kilpatrick - Full Leak
high_confidence,burgsimpson.com,domain,1767,burgsimpson.com
high_confidence,Burkburnett Independent School District,org_term,14136,Burkburnett Independent School District
high_confidence,burlingtonsafety.com,domain,2560,burlingtonsafety.com
high_confidence,Burnham Wood Charter Schools,proper_short,10626,Burnham Wood Charter Schools
high_confidence,burotec.biz,domain,12318,burotec.biz
high_confidence,Burton Wire & Cable,proper_short,9174,Burton Wire & Cable
high_confidence,Bush Refrigeration,proper_short,8579,Bush Refrigeration
high_confidence,bushandburchett.com,domain,14478,bushandburchett.com
high_confidence,Bushmans,proper_short,15184,Bushmans
high_confidence,business.gov.om,domain,3263,business.gov.om
high_confidence,businesscentral.org.nz,domain,4600,businesscentral.org.nz
high_confidence,Butali,proper_short,1884,Butali
high_confidence,"Butler and Gatz CPAs, LLC",legal_suffix,6307,"Butler and Gatz CPAs, LLC"
high_confidence,Butler Community College,org_term,1926,Butler Community College
high_confidence,Butler County Community College,org_term,1935,Butler County Community College
high_confidence,"Butler, Lavanceau & Sober",proper_short,10804,"Butler, Lavanceau & Sober"
high_confidence,Buttery (butterycompany.com),proper_short,14783,Buttery (butterycompany.com)
high_confidence,buydps.com,domain,3971,buydps.com
high_confidence,buyeazzy.com,domain,12016,buyeazzy.com
high_confidence,bwdtechnology.com,domain,13539;15293,bwdtechnology.com || www.bwdtechnology.com
high_confidence,bwizer.com,domain,10529,https://www.bwizer.com/pt/
high_confidence,By design | By Design LLC,legal_suffix;org_term,13599;14908,By Design LLC || By design
high_confidence,Byerly Aviation,org_term,13415,Byerly Aviation
high_confidence,Byfod,proper_short,8990,Byfod
high_confidence,bynx.com,domain,2175,bynx.com
high_confidence,byp-global.com,domain,4097,byp-global.com
high_confidence,bypeterandpauls.com,domain,13213,bypeterandpauls.com
high_confidence,byte.gr,domain,4890,byte.gr
high_confidence,byzan.com,domain,12245;12490,www.byzan.com || www.byzan.com/
high_confidence,bzrastreador.com.br,domain,11067,bzrastreador.com.br
high_confidence,BÖWE SYSTEC,uppercase_short,896,BÖWE SYSTEC
high_confidence,C & C Industries,org_term,13673,C & C Industries
high_confidence,C and F Packing Company Inc,legal_suffix,9643,C and F Packing Company Inc.
high_confidence,"C and J Industries, Inc",legal_suffix,10209,"C and J Industries, Inc."
high_confidence,C and R Molds Inc,legal_suffix,15008,C and R Molds Inc
high_confidence,C&C FARMERSâ SUPPLY CORP,legal_suffix,2872,C&C FARMERSâ SUPPLY CORP
high_confidence,C&L Ward,proper_short,13243,C&L Ward
high_confidence,C.F. Service and Supply,org_term,8238,C.F. Service and Supply
high_confidence,C2CORP,uppercase_short,3712,C2CORP
high_confidence,C2S Technologies Inc,legal_suffix,14992,C2S Technologies Inc.
high_confidence,CA de Seguros La Occidental was hacked. A huge amount of confidential data was stolen,org_term,5822,CA de Seguros La Occidental was hacked. A huge amount of confidential data was stolen.
high_confidence,ca.daiyafoods.com,domain,2451,ca.daiyafoods.com
high_confidence,cabbageinc.com,domain,3345,cabbageinc.com
high_confidence,cabc.com.ar,domain,9911,cabc.com.ar
high_confidence,CabinC.com,domain,15891,CabinC.com
high_confidence,CABINET CAZANAVE,uppercase_short,1519,CABINET CAZANAVE
high_confidence,CABINET FONT GUILLOT,uppercase_short,1079,CABINET FONT GUILLOT
high_confidence,Cabinet Remy Le Bonnois,proper_short,335,Cabinet Remy Le Bonnois
high_confidence,Cabinet Remy Le Bonnois / Data,org_term,1391,Cabinet Remy Le Bonnois / Data on sale
high_confidence,Cabinet Remy Le Bonnois / Data on sale / Charlie Hebdo,org_term,1408,Cabinet Remy Le Bonnois / Data on sale / Charlie Hebdo
high_confidence,CABLECON,uppercase_short,11818,CABLECON/
high_confidence,CableVision,proper_short,15548,CableVision
high_confidence,Cabra Consulting Ltd,legal_suffix,6828,Cabra Consulting Ltd
high_confidence,CACG,uppercase_short,9246,CACG
high_confidence,cachibi.co,domain,2328,cachibi.co
high_confidence,cachibi.com.co,domain,10080,cachibi.com.co
high_confidence,cacula.com,domain,4098,cacula.com
high_confidence,Cadence Aerospace,org_term,1495,Cadence Aerospace
high_confidence,cadencebank.com,domain,7250,cadencebank.com
high_confidence,CADEPLOY,uppercase_short,4115,CADEPLOY
high_confidence,cadmet.com,domain,4804,https://cadmet.com/
high_confidence,CADOpt Technologies,org_term,6050,CADOpt Technologies
high_confidence,CADRE,uppercase_short,8463,CADRE
high_confidence,CAE Services,org_term,2683,CAE Services
high_confidence,Cafe Britt,proper_short,6994,Cafe Britt
high_confidence,Cafe Zupas,proper_short,14355,Cafe Zupas
high_confidence,cafesnovell.com,domain,11556,cafesnovell.com
high_confidence,Cafpi,proper_short,6200,Cafpi
high_confidence,Caframo Limited,legal_suffix,14604,Caframo Limited.
high_confidence,Café Soluble,proper_short,6677,Café Soluble
high_confidence,caillau.com.br,domain,13732,caillau.com.br
high_confidence,CAJASANRAFAEL.COM.MX,domain,5480,CAJASANRAFAEL.COM.MX
high_confidence,cal-tool.com,domain,14243,cal-tool.com
high_confidence,CalAmp (NASDAQ: CAMP),proper_short,606,CalAmp (NASDAQ: CAMP)
high_confidence,calautomotive.com,domain,957,calautomotive.com
high_confidence,calcomp.co.th,domain,10238,www.calcomp.co.th
high_confidence,CALDAN Conveyor,proper_short,12259,CALDAN Conveyor
high_confidence,Caldes de Montbui,proper_short,2982,Caldes de Montbui
high_confidence,Caledonian,proper_short,2276,Caledonian
high_confidence,CaleyWray,proper_short,13218,CaleyWray
high_confidence,Calgary TELUS Convention Centre,org_term,9132,Calgary TELUS Convention Centre
high_confidence,Calibrus,proper_short,1505,Calibrus
high_confidence,Calida,proper_short,10622,Calida
high_confidence,califanocarrelli.it,domain,8757,www.califanocarrelli.it
high_confidence,California Innovations,proper_short,9179,California Innovations
high_confidence,California Rice Exchange,proper_short,11655,California Rice Exchange
high_confidence,California-Oregon Telecommunications Company,legal_suffix,3729,California-Oregon Telecommunications Company
high_confidence,californiaclingpeaches.com,domain,15231,californiaclingpeaches.com
high_confidence,call4health.com,domain,11003,call4health.com
high_confidence,callabsolute.co,domain,724,callabsolute.co...
high_confidence,callay.com.tr,domain,1533,callay.com.tr
high_confidence,Calmont Group,org_term,15761,Calmont Group
high_confidence,calsoft.com,domain,948,calsoft.com
high_confidence,calspa.it,domain,15133,www.calspa.it
high_confidence,caltrol.com,domain,15329;15484,caltrol.com\$296.3M\USA\224gb\&lt;1% DISCLOSED || caltrol.com\$296.3M\USA\224GB\100% DISCLOSED
high_confidence,"Calumet Civil Contractors, Inc",legal_suffix,11144,"Calumet Civil Contractors, Inc."
high_confidence,Calvetti Ferguson,proper_short,2810,Calvetti Ferguson
high_confidence,calvia.com,domain,11295,calvia.com
high_confidence,Camara Municipal de Gondomar,org_term,8313,Camara Municipal de Gondomar
high_confidence,camarotto.it,domain,9900,camarotto.it
high_confidence,Cambria Automobiles (summitgroup.local),org_term,12669,Cambria Automobiles (summitgroup.local)
high_confidence,Cambridge College,org_term,5246,Cambridge College
high_confidence,Cambridge Group of Clubs,org_term,6726,Cambridge Group of Clubs
high_confidence,Cambridge Weight Plan Ltd,legal_suffix,204,Cambridge Weight Plan Ltd
high_confidence,Camden City School District,org_term,2770,Camden City School District
high_confidence,camdomain.com,domain,3781,camdomain.com
high_confidence,camelotservices.com,domain,13455,www.camelotservices.com
high_confidence,cameronhodges.com,domain,12187,www.cameronhodges.com
high_confidence,camico.com,domain,8536,camico.com
high_confidence,Camim,proper_short,14143,Camim
high_confidence,Camino Nuevo Charter Academy,org_term,7300,Camino Nuevo Charter Academy
high_confidence,caminorealcs.org,domain,8558,caminorealcs.org
high_confidence,caminorealkitchens.com,domain,4203,https://www.caminorealkitchens.com
high_confidence,Campari Group,org_term,26;36,Security breach of Campari Group network || LEAK Post Campari Group
high_confidence,Campari Post,proper_short,33,New Files For Leak Campari Post
high_confidence,Campbell & Partners Consulting,org_term,2987,Campbell & Partners Consulting
high_confidence,Campbell County Schools,org_term,9146,Campbell County Schools
high_confidence,Campbell Killin Brittan & Ray LLC,legal_suffix,6959,Campbell Killin Brittan & Ray LLC
high_confidence,"Campbell Sales and Service, Inc",legal_suffix,2292,"Campbell Sales and Service, Inc"
high_confidence,CAMRIDGEPORT,uppercase_short,14960,CAMRIDGEPORT
high_confidence,CAN.COM,domain,3333,CAN.COM
high_confidence,Canada Revenue Agency,org_term,10454,Canada Revenue Agency
high_confidence,Canada West Land,proper_short,1415,Canada West Land
high_confidence,Canadian Nurses Association,org_term,6180;6236,Canadian Nurses Association || Canadian Nurses Association
high_confidence,Canadian Psychological Association,org_term,8712;11109,Canadian Psychological Association || Canadian Psychological Association
high_confidence,canadiansolar.com,domain,3749,canadiansolar.com
high_confidence,Canaropa | CANAROPA Inc,legal_suffix;proper_short,3274;6960,Canaropa || CANAROPA Inc
high_confidence,Canatal Industries,org_term,11141,Canatal Industries
high_confidence,Cane Creek Cycling Components,proper_short,15737,Cane Creek Cycling Components
high_confidence,cangas.gal,domain,6601,cangas.gal
high_confidence,CannonDesign,proper_short,8209,CannonDesign
high_confidence,Canny Elevator Co Ltd,legal_suffix,4186,Canny Elevator Co Ltd
high_confidence,Canopy Children's Solutions,org_term,6233,Canopy Children's Solutions
high_confidence,Cansew,proper_short,5030,Cansew
high_confidence,cansmart.co.za,domain,808,cansmart.co.za
high_confidence,Canstar Restorations,proper_short,13097,Canstar Restorations
high_confidence,canstarrestorations.com,domain,13181;13254;13801,canstarrestorations.com || canstarrestorations.com || canstarrestorations.com
high_confidence,"CANTALK, Canadian translation services",org_term,5892,"CANTALK, Canadian translation services - Leak"
high_confidence,canteen.com,domain,3649,canteen.com
high_confidence,cantinatollo.it,domain,4933,cantinatollo.it
high_confidence,cap.org,domain,7702,cap.org
high_confidence,Capacity LLC,legal_suffix,6798,Capacity LLC
high_confidence,CAPCARPET.COM,domain,2145,CAPCARPET.COM
high_confidence,CAPCOM,uppercase_short,27;30,Security breach of CAPCOM network || LEAK Post CAPCOM
high_confidence,Cape Cod Regional Technical High School (capetech.us),org_term,13827,Cape Cod Regional Technical High School (capetech.us)
high_confidence,capecodacademy.org,domain,13057,capecodacademy.org
high_confidence,CAPECODRTA,uppercase_short,3205,CAPECODRTA - HACKED AND DATA LEAKED
high_confidence,Capespan,proper_short,9173,Capespan
high_confidence,Capital Cell Global (CCG),org_term,15049,Capital Cell Global (CCG)
high_confidence,Capital Distributors (S) Pte Ltd,legal_suffix,1515,Capital Distributors (S) Pte Ltd
high_confidence,The Capital Medical Center,org_term,237,The Capital Medical Center
high_confidence,Capital Trade,org_term,16045,Capital Trade
high_confidence,capitalfund1.com,domain,12713,capitalfund1.com
high_confidence,capitalhealth.org,domain,9495,capitalhealth.org
high_confidence,capitalprintingco.com,domain,13086,https://capitalprintingco.com
high_confidence,Capitol Beauty School,org_term,1332,Capitol Beauty School
high_confidence,CAPMC,uppercase_short,4710,CAPMC
high_confidence,Cappagh Contractors Construction (London) Ltd,legal_suffix,4408,Cappagh Contractors Construction (London) Ltd
high_confidence,CAPSONIC,uppercase_short,3326,CAPSONIC
high_confidence,Capstan Atlantic,proper_short,5730,Capstan Atlantic
high_confidence,capstoneins.ca,domain,15003,capstoneins.ca
high_confidence,Capstoneins.com,domain,696,Capstoneins.com
high_confidence,Captec-group,org_term,3682,Captec-group
high_confidence,Car Care Plan - Data Breach,org_term,14602,Car Care Plan - Data Breach
high_confidence,Car Care Plan - Turkey,org_term,14688,Car Care Plan - Turkey
high_confidence,Caracol TV,proper_short,3152,Caracol TV
high_confidence,CARACOL TV COLOMBIA,uppercase_short,2590,CARACOL TV COLOMBIA
high_confidence,caravanclub.co.uk,domain,9687,caravanclub.co.uk
high_confidence,cardigos.com,domain,1387,cardigos.com
high_confidence,cardiovirginia.com,domain,12939,cardiovirginia.com
high_confidence,CardPayPortal,proper_short,129,CardPayPortal
high_confidence,careco.se,domain,13148,www.careco.se
high_confidence,CareFirst CHPDC,proper_short,1551,CareFirst CHPDC
high_confidence,careservicesllc.com,domain,7383,careservicesllc.com
high_confidence,caresource.com,domain,7217,caresource.com
high_confidence,Carespring Health Care,org_term,9880,Carespring Health Care
high_confidence,carespring.com,domain,8826;11216,www.carespring.com || carespring.com
high_confidence,Cargills Bank,org_term,15572,Cargills Bank
high_confidence,cargoexperts.eu,domain,3207,cargoexperts.eu
high_confidence,cargotrinidad.com,domain,11296,cargotrinidad.com
high_confidence,Carigali Hess Operating Company,legal_suffix,12157,Carigali Hess Operating Company
high_confidence,carinya.nsw.edu.au,domain,4787,http://www.carinya.nsw.edu.au
high_confidence,CARITAS,uppercase_short,3845,CARITAS
high_confidence,carlfischer.com,domain,10017,carlfischer.com
high_confidence,carlile-group.com,domain,13187,carlile-group.com
high_confidence,Carlo Ditta,proper_short,8082,Carlo Ditta
high_confidence,Carlos Federspiel & Co SA,legal_suffix,137,Carlos Federspiel & Co SA
high_confidence,Carmel College,org_term,3045,Carmel College
high_confidence,Carmocal,proper_short,8172,Carmocal
high_confidence,carmoney.ru,domain,9386,carmoney.ru
high_confidence,carnbrea.com.au,domain,3365,carnbrea.com.au
high_confidence,Carnegie Wave Energy,org_term,234,Carnegie Wave Energy
high_confidence,Carnelutti Law Firm,org_term,8155,Carnelutti Law Firm
high_confidence,Carney Badley Spellman,proper_short,15973,Carney Badley Spellman
high_confidence,carolfoxassociates.com,domain,7593,carolfoxassociates.com
high_confidence,CAROLINA FOODS INC,legal_suffix,10724,CAROLINA FOODS INC.
high_confidence,carolinaac.com,domain,15643,www.carolinaac.com
high_confidence,carolinaarthritis.com,domain,13571,carolinaarthritis.com
high_confidence,carone.com.mx,domain,4241,carone.com.mx
high_confidence,Carpenter & Zuckerman | cz.law,"domain,proper_short",2311;2311,Carpenter & Zuckerman | cz.law || Carpenter & Zuckerman | cz.law
high_confidence,CarpenterProjects,proper_short,1361,CarpenterProjects
high_confidence,Carpet One,proper_short,7937,Carpet One
high_confidence,carrellblanton.com,domain,8966,carrellblanton.com
high_confidence,Carrera Chevrolet,proper_short,16012,Carrera Chevrolet
high_confidence,carri.com,domain,10668,https://www.carri.com
high_confidence,carriereindustrial.com,domain,9030,carriereindustrial.com
high_confidence,Carrington Group,org_term,5980,Carrington Group
high_confidence,Carrolls Irish Gifts,proper_short,3412,Carrolls Irish Gifts
high_confidence,Carrozzeria Aretusa srl <aretusamilano.it>,legal_suffix,10824,Carrozzeria Aretusa srl <aretusamilano.it>
high_confidence,carsonteam.com,domain,8806,carsonteam.com
high_confidence,CARTEGRAPH,uppercase_short,3057,CARTEGRAPH
high_confidence,Carthage Police Department,org_term,14892,Carthage Police Department
high_confidence,Carthage R-9 School District,org_term,1908,Carthage R-9 School District
high_confidence,carthagehospital.com,domain,7946,carthagehospital.com
high_confidence,Caruso,proper_short,6517,Caruso
high_confidence,carveraero.com,domain,5095,carveraero.com
high_confidence,Carvin Software,org_term,6795,Carvin Software
high_confidence,CAS Software,org_term,13724,CAS Software
high_confidence,Casa Santiveri,proper_short,10614,Casa Santiveri
high_confidence,casa-andina.com,domain,7600,casa-andina.com
high_confidence,CasagrandeGroup,proper_short,877,CasagrandeGroup
high_confidence,casajove.com,domain,10774,casajove.com
high_confidence,Casale Del Giglio,proper_short,15534,Casale Del Giglio
high_confidence,casaley.com.mx,domain,4884,https://www.casaley.com.mx/
high_confidence,Cascade Columbia Dis tribution,proper_short,13198,Cascade Columbia Dis tribution
high_confidence,Cascade Family Dental,org_term,8254,Cascade Family Dental - Press Release
high_confidence,Casco Antiguo,proper_short,12531,Casco Antiguo
high_confidence,Case Parts Company,legal_suffix,13410,Case Parts Company
high_confidence,caseconstruction.com,domain,13787,caseconstruction.com
high_confidence,CASEPOINT pt.2,uppercase_short,6502,CASEPOINT pt.2
high_confidence,casepoint.com,domain,6394,casepoint.com
high_confidence,casepoint.com (UPDATE),proper_short,6406,casepoint.com (UPDATE)
high_confidence,CASES,uppercase_short,505,CASES
high_confidence,"CashCall, Inc",legal_suffix,6922,"CashCall, Inc."
high_confidence,CASHMAG,uppercase_short,228,CASHMAG
high_confidence,CASINO WINNAVEGAS,uppercase_short,1744,CASINO WINNAVEGAS
high_confidence,casinoessentials.com,domain,15354,www.casinoessentials.com
high_confidence,"Casio Computer Co., Ltd",legal_suffix,13388,"Casio Computer Co., Ltd"
high_confidence,Casper's Truck Equipment,proper_short,15012,Casper&#39;s Truck Equipment
high_confidence,cassagne.com.ar,domain,3022,cassagne.com.ar
high_confidence,cassaragionieri.it,domain,4979,cassaragionieri.it
high_confidence,castec.com,domain,6823,www.castec.com
high_confidence,castelligroup.com,domain,12434,www.castelligroup.com
high_confidence,castemark.tw,domain,4019,castemark.tw
high_confidence,CASTGROUP.COM.BR,domain,2580,CASTGROUP.COM.BR
high_confidence,Castilleja School,org_term,9719,Castilleja School
high_confidence,castlehillha.co.uk,domain,14714,castlehillha.co.uk
high_confidence,castores.com.mx,domain,9407,castores.com.mx
high_confidence,castro-urdiales.net,domain,2054,castro-urdiales.net
high_confidence,castro.net,domain,10081,castro.net
high_confidence,catalyst-group.co.nz,domain,4601,catalyst-group.co.nz
high_confidence,"Catania, Mahon & Rider, PLLC",legal_suffix,16,"Leakage from company Catania, Mahon & Rider, PLLC"
high_confidence,Catarineau & Givens P.A,proper_short,8387,Catarineau & Givens P.A.
high_confidence,Caterham High School,org_term,6987,Caterham High School
high_confidence,cates.com,domain,4384,https://www.cates.com
high_confidence,Cathar Games,proper_short,182,Cathar Games
high_confidence,Cathedral Prep (villalan.edu),proper_short,14577,Cathedral Prep (villalan.edu)
high_confidence,Cathexis Holdings LP,legal_suffix,13641,Cathexis Holdings LP
high_confidence,Catholic Charities,proper_short,8419,Catholic Charities
high_confidence,The Catholic Foundation,org_term,3061,The Catholic Foundation
high_confidence,catiglass.com,domain,11462;11993,https://catiglass.com || https://www.catiglass.com/
high_confidence,Cator Ruma & Associates,org_term,16022,Cator Ruma & Associates
high_confidence,caudillseed.com,domain,1610,caudillseed.com
high_confidence,Cave Beblenheim,proper_short,4942,Cave Beblenheim
high_confidence,Cavender,proper_short,2975,Cavender
high_confidence,CAVENDERS,uppercase_short,3157,CAVENDERS
high_confidence,Cavotec,proper_short,11007,Cavotec
high_confidence,Cayman National Bank,org_term,15586,Cayman National Bank
high_confidence,CB Energy Australlia,org_term,7242,CB Energy Australlia
high_confidence,cbcstjohns.co.za,domain,7184,cbcstjohns.co.za
high_confidence,cbelaw.com,domain,6034,cbelaw.com
high_confidence,cbeservices.com,domain,7390,cbeservices.com
high_confidence,cbibanks.com,domain,1896,cbibanks.com
high_confidence,cbjblawfirm.com,domain,1774,cbjblawfirm.com
high_confidence,cbmm.org,domain,12682,cbmm.org
high_confidence,CBN Logistic,proper_short,65,CBN Logistic
high_confidence,CBS,uppercase_short,8561,CBS
high_confidence,cbsltrans.com,domain,1579,cbsltrans.com
high_confidence,CBSTRAINING,uppercase_short,11880,CBSTRAINING
high_confidence,cbstraining.com,domain,11879,cbstraining.com
high_confidence,cbt-gmbh.de,domain,12920,cbt-gmbh.de
high_confidence,CCAA,uppercase_short,5470;6439,"""CCAA"" || CCAA"
high_confidence,ccadm.org,domain,9262,ccadm.org
high_confidence,ccdrc.pt,domain,8735,ccdrc.pt
high_confidence,cced.com.om,domain,7575,cced.com.om
high_confidence,ccfsinc.com,domain,2817,ccfsinc.com
high_confidence,cciamp.com,domain,7737,cciamp.com
high_confidence,ccimp.com,domain,11297,ccimp.com
high_confidence,ccj.edu.lb,domain,12639;12835,ccj.edu.lb || ccj.edu.lb
high_confidence,ccktech.com,domain,15552,ccktech.com
high_confidence,CCLint,proper_short,4075,CCLint
high_confidence,cclint.com,domain,2117,cclint.com
high_confidence,ccmaui.org,domain,11654,ccmaui.org
high_confidence,cco1.com,domain,3611,*.cco1.com
high_confidence,ccofva.com,domain,11298,ccofva.com
high_confidence,CCOO Servicios,proper_short,15256,CCOO Servicios
high_confidence,ccrcda.org,domain,15970,ccrcda.org
high_confidence,ccsdschools.com,domain,12686,ccsdschools.com
high_confidence,ccso2014.local(sheriffs),org_term,15730,ccso2014.local(sheriffs)
high_confidence,cct.or.th,domain,9624,cct.or.th
high_confidence,ccttechnologies.com,domain,15203,www.ccttechnologies.com
high_confidence,ccz.com.au,domain,801,ccz.com.au
high_confidence,cczstattonequities.com,domain,10082,cczstattonequities.com
high_confidence,CD Project data,org_term,685,CD Project data
high_confidence,CD Projekt,proper_short,11029,CD Projekt!
high_confidence,cda.be,domain,12928;15418,cda.be || www.cda.be
high_confidence,cdarwin.com,domain,12977,http://cdarwin.com
high_confidence,cdcbmestihl.com,domain,5913,cdcbmestihl.com
high_confidence,CDER,uppercase_short,4701,CDER
high_confidence,cdev.gc.ca,domain,11217,cdev.gc.ca
high_confidence,CDPO,uppercase_short,545,CDPO
high_confidence,"CDS, a Hewlett Packard Enterprise company",legal_suffix,12173,"CDS, a Hewlett Packard Enterprise company"
high_confidence,CDSHotels,proper_short,11075,CDSHotels
high_confidence,cdtmedicus.pl,domain,9859,cdtmedicus.pl
high_confidence,cdwg.com,domain,7778,cdwg.com
high_confidence,CEC Vibration Products,proper_short,323,CEC Vibration Products
high_confidence,CED Group,org_term,1833,CED Group
high_confidence,Cedar Grove Composting,proper_short,914,Cedar Grove Composting
high_confidence,cedarfalls.com,domain,12129,http://cedarfalls.com
high_confidence,cedarhd.com,domain,7794,https://cedarhd.com/
high_confidence,cedemo.com,domain,3973,cedemo.com
high_confidence,CEFCO,uppercase_short,8029,CEFCO
high_confidence,cefcostores.com,domain,4985,cefcostores.com
high_confidence,cegedim.com,domain,7200,cegedim.com
high_confidence,Celeste,proper_short,9821,Celeste
high_confidence,CELL Foods Inc,legal_suffix,229,CELL Foods Inc.
high_confidence,Cellcom,proper_short,9222,Cellcom
high_confidence,"CellNetix Pathology & Laboratories, LLC",legal_suffix,9498,"CellNetix Pathology & Laboratories, LLC"
high_confidence,Cellulant Corporation,legal_suffix,2592,Cellulant Corporation
high_confidence,Cellular Plus,proper_short,12914,Cellular Plus
high_confidence,CELO,uppercase_short,13697,CELO
high_confidence,celplan.com,domain,12317,celplan.com
high_confidence,Cembell Industries,org_term,11389,Cembell Industries
high_confidence,Cementos Bio-Bio,proper_short,5677,Cementos Bio-Bio
high_confidence,cenco-zotti.com,domain,792,cenco-zotti.com
high_confidence,cenergica.com,domain,13843,www.cenergica.com
high_confidence,Cenikor,proper_short,1200,Cenikor
high_confidence,Centaris.com,domain,1826,Centaris.com
high_confidence,Centek industries,org_term,8366,Centek industries
high_confidence,Centennial Law Group LLP,legal_suffix,10407,Centennial Law Group LLP
high_confidence,Centennial Management,org_term,6946,Centennial Management
high_confidence,Center for Digestive Health,org_term,11464,Center for Digestive Health
high_confidence,Center Township Trustee,org_term,8161,Center Township Trustee
high_confidence,Centerline Communication Llc,legal_suffix,2442,Centerline Communication Llc
high_confidence,centerspacehomes.com,domain,1466,centerspacehomes.com
high_confidence,CENTRAL BANK OF GAMBIA HACKED,org_term,4267,CENTRAL BANK OF GAMBIA HACKED. 2 TB OF CRITICAL DATA WAS STOLEN.
high_confidence,CENTRAL BAPTIST COLLEGE,org_term,2180,CENTRAL BAPTIST COLLEGE
high_confidence,Central Carolina Insurance Agency Inc,legal_suffix,10847,Central Carolina Insurance Agency Inc.
high_confidence,Central Florida Equipment,proper_short,11203,Central Florida Equipment
high_confidence,Central McGowan (centralmcgowan.com),proper_short,15378,Central McGowan (centralmcgowan.com)
high_confidence,Central Pennsylvania Food Bank,org_term,13427,Central Pennsylvania Food Bank
high_confidence,Central Restaurant Products,org_term,3104,Central Restaurant Products
high_confidence,Central Texas College,org_term,4767,Central Texas College
high_confidence,Central Trenching,proper_short,8177,Central Trenching
high_confidence,central.k12.or.us,domain,10363,central.k12.or.us
high_confidence,centralaccident.com,domain,2398,centralaccident.com
high_confidence,centralbankfl.com,domain,1949,centralbankfl.com
high_confidence,centralepaysanne.lu,domain,9967,centralepaysanne.lu
high_confidence,centralia.edu,domain,2161,centralia.edu
high_confidence,CentralSecurities.com,domain,11665,CentralSecurities.com
high_confidence,CENTRE D'AUTO P.R.N. SALABERRY IN,org_term,8891,CENTRE D'AUTO P.R.N. SALABERRY IN
high_confidence,Centre D'Odontologia Integrada Miret-Puig,org_term,2215,Centre D'Odontologia Integrada Miret-Puig
high_confidence,Centre Hospitalier D'Arles,org_term,1887,Centre Hospitalier D'Arles
high_confidence,Centre Hospitalier de Castelluccio,org_term,2812,Centre Hospitalier de Castelluccio
high_confidence,centredusablon.ca,domain,8521,www.centredusablon.ca
high_confidence,centredusablon.com,domain,8362,centredusablon.com
high_confidence,centrictel.com,domain,2167,centrictel.com
high_confidence,centrilliontech.com,domain,13584,https://www.centrilliontech.com
high_confidence,Centris,proper_short,2753,Centris
high_confidence,Centrisys cnp,proper_short,4489,Centrisys cnp
high_confidence,Centro Turistico Giovanile,proper_short,4680,Centro Turistico Giovanile
high_confidence,centrodsr.it,domain,3647,centrodsr.it
high_confidence,centroedilemilano.com,domain,9072,http://centroedilemilano.com
high_confidence,CentroMed,proper_short,6745,CentroMed
high_confidence,Centura College,org_term,4363,Centura College
high_confidence,Centurion Stone,proper_short,2444,Centurion Stone
high_confidence,centurion.com.pl,domain,4020,centurion.com.pl
high_confidence,"Century 3, Inc",legal_suffix,582,"Century 3, Inc."
high_confidence,centuryaluminum.com,domain,3575,centuryaluminum.com
high_confidence,cenviro.com,domain,3652,cenviro.com
high_confidence,ceoempowers.org,domain,1080,ceoempowers.org
high_confidence,ceopag.com.br,domain,12226,ceopag.com.br/
high_confidence,cepi.int,domain,10083,cepi.int
high_confidence,cepimanagement.com,domain,1276,cepimanagement.com
high_confidence,Cequint,proper_short,7285,Cequint
high_confidence,CERALP,uppercase_short,9828,CERALP
high_confidence,ceratec.com,domain,15377,ceratec.com
high_confidence,ceratube.net,domain,10084,ceratube.net
high_confidence,"CERINNOV, UNIPESSOAL, LDA",uppercase_short,209,"CERINNOV, UNIPESSOAL, LDA"
high_confidence,Cerp Bretagne Nord,proper_short,13763,Cerp Bretagne Nord
high_confidence,Certified Mortgage Planners,org_term,8742,Certified Mortgage Planners
high_confidence,certifiedcollection.com,domain,10516,certifiedcollection.com
high_confidence,certifiedinfosec.com,domain,14371;14659,www.certifiedinfosec.com || certifiedinfosec.com
high_confidence,Cervecería Regional,org_term,4634,Cervecería Regional
high_confidence,CESCE,uppercase_short,5552,CESCE
high_confidence,CESI,uppercase_short,15087,CESI
high_confidence,CETEC Ingénierie,proper_short,9344,CETEC Ingénierie
high_confidence,CETOS Services,org_term,11713,CETOS Services
high_confidence,Cetrogar,proper_short,4554,Cetrogar
high_confidence,CETRULO,uppercase_short,13433,CETRULO
high_confidence,cezam.net,domain,5704,cezam.net
high_confidence,CF Assicurazioni,proper_short,7047,CF Assicurazioni
high_confidence,cfins.com,domain,7586,cfins.com
high_confidence,cfsigroup.ca,domain,7904,cfsigroup.ca
high_confidence,cfymca.org,domain,11623,cfymca.org
high_confidence,CGG.COM,domain,304;5306,CGG.COM FILES  PART3 PUBLISHED || CGG.COM
high_confidence,cgm.com,domain,1779,cgm.com
high_confidence,CGMLLC.NET,domain,5319,CGMLLC.NET
high_confidence,CGR Technologies,org_term,13775,CGR Technologies
high_confidence,CGT S.p.A. - cgt.it,legal_suffix,2032,CGT S.p.A. - cgt.it
high_confidence,CH informatica,proper_short,7172,CH informatica
high_confidence,CH Media,org_term,5718,CH Media
high_confidence,ch13bham.com,domain,736,ch13bham.com
high_confidence,ChaddadGroup,proper_short,1526,ChaddadGroup
high_confidence,chahousing.org,domain,4247,chahousing.org
high_confidence,Chait,proper_short,8052,Chait
